Date,Open,High,Low,Close,Volume
2006-02-06,44.27078970721876,44.35505676269531,44.17248082121235,44.35505676269531,348200
2006-02-07,44.23920115908251,44.351554578687065,43.888096387978685,43.9232063293457,570000
2006-02-08,43.97234884431791,44.30238809673779,43.891596268970126,44.23918914794922,396400
2006-02-09,44.362072947530955,44.55869337729392,44.11278896210608,44.15492248535156,213000
2006-02-10,44.11980536980414,44.330467594290326,43.8213643165069,44.24620056152344,359000
2006-02-13,44.21812859642778,44.21812859642778,43.91968744616268,44.046085357666016,334200
2006-02-14,44.04608604584935,44.57274312576966,43.99342248083046,44.46390151977539,131000
2006-02-15,44.470926988434535,44.667544782701775,44.39719263686778,44.6324348449707,204600
2006-02-16,44.70616498997097,45.015138860364814,44.68860868234716,44.98002624511719,194200
2006-02-17,45.004601324467544,45.04673753475183,44.85362886346168,44.92736053466797,240600
2006-02-21,45.06430710093831,45.13452699549419,44.75533313597095,44.80097579956055,294200
2006-02-22,44.832558723414934,45.204728837626796,44.832558723414934,45.15206527709961,287600
2006-02-23,45.06780383482213,45.23633260692731,44.92034048955096,45.03971481323242,153800
2006-02-24,44.990550020172414,45.187167768659165,44.94139558305073,45.10992431640625,180400
2006-02-27,45.18717254320857,45.39783750023606,45.18717254320857,45.23984146118164,460600
2006-02-28,45.152062127307374,45.180145786007834,44.74828854751391,44.7939338684082,358400
2006-03-01,44.99406708598852,45.25739562224854,44.8676718530028,45.18717575073242,216400
2006-03-02,45.11694925660713,45.20823454043525,44.94490604282859,45.15557098388672,148800
2006-03-03,45.03268607233016,45.44347792094908,45.01162064790341,45.08184051513672,323200
2006-03-06,45.16611185136935,45.16611185136935,44.68509741120769,44.751808166503906,279800
2006-03-07,44.64296460865226,44.6991399695669,44.4674122528799,44.56923294067383,218400
2006-03-08,44.49199914412354,44.762348652127585,44.30942315436343,44.695640563964844,491800
2006-03-09,44.762341881649725,44.853629862722116,44.45337067941863,44.45688247680664,258400
2006-03-10,44.44635312813837,44.88523410623619,44.41475498349944,44.804481506347656,246800
2006-03-13,45.004623051912674,45.03622656424175,44.80800784582334,44.91333770751953,309200
2006-03-14,44.93789027589335,45.380282952589724,44.81851596242085,45.376773834228516,331000
2006-03-15,45.34516516449167,45.64360627154766,45.28899248995962,45.58041000366211,341800
2006-03-16,45.73138976129437,45.85076408026166,45.64361358133028,45.67872619628906,210000
2006-03-17,45.69978721035917,45.82618511160212,45.64711829300574,45.713829040527344,262600
2006-03-20,45.881637600453146,45.881637600453146,45.603142115543896,45.61724090576172,268800
2006-03-21,45.62076856219942,45.87458981345263,45.30348930855072,45.36341857910156,247000
2006-03-22,45.38810310578692,45.680702784900724,45.34227262015314,45.63840103149414,252200
2006-03-23,45.58199395596818,45.64544658447504,45.44450788170513,45.6278190612793,295000
2006-03-24,45.648980995225436,45.79704252599142,45.50091946445945,45.68775939941406,443800
2006-03-27,45.634866429484035,45.70889986758798,45.54673420177968,45.6560173034668,240800
2006-03-28,45.70536203118656,45.828749277059316,45.34225775570907,45.38808822631836,195800
2006-03-29,45.38809313039789,45.881631408888154,45.38809313039789,45.811126708984375,175200
2006-03-30,45.86049516239163,46.04381174393474,45.58905171223674,45.68775939941406,203600
2006-03-31,45.77587559585319,45.83227612648799,45.53615316879171,45.71241760253906,271600
2006-04-03,45.793512309255554,46.036758165903805,45.61724781941367,45.66307830810547,173400
